node,layer,trans_foll_time,mul_foll_time,layer_time,real_trans_time,trusted_verification_time
0,0,,,2.0465261936187744,0.0,0.0
0,1,,,1.1552307605743408,0.0,0.0
0,2,1.9954936504364014,0.3420729637145996,2.7672014236450195,0.8402628898620605,1.1823358535766602
0,3,3.5769500732421875,0.3432602882385254,4.374936103820801,0.809748649597168,1.1530089378356934
0,4,5.608035564422607,0.37274694442749023,6.424368381500244,1.2330994606018066,1.6058464050292969
0,5,5.358503103256226,0.5336835384368896,6.397987365722656,-1.0658652782440186,-0.5321817398071289
0,6,6.727007150650024,0.3508784770965576,7.506213665008545,0.32901978492736816,0.6798982620239258
0,7,11.141278743743896,0.44530248641967773,12.08708643913269,3.6350650787353516,4.080367565155029
0,8,9.752094984054565,0.49477100372314453,10.76853895187378,-2.334991455078125,-1.8402204513549805
0,9,11.178701639175415,0.32794189453125,11.956291913986206,0.41016268730163574,0.7381045818328857
0,10,12.46432900428772,0.4190330505371094,13.349617719650269,0.5080370903015137,0.927070140838623
0,11,15.24186086654663,0.518561840057373,15.775650978088379,1.8922431468963623,2.4108049869537354
1,0,,,0.6484689712524414,0.0,0.0
1,1,,,1.8297741413116455,0.0,0.0
1,2,1.8311848640441895,0.3441445827484131,2.625469923019409,0.0014107227325439453,0.34555530548095703
1,3,2.5137648582458496,0.3450291156768799,3.316783905029297,-0.11170506477355957,0.2333240509033203
1,4,4.39998197555542,0.38119053840637207,5.231806993484497,1.083198070526123,1.4643886089324951
1,5,8.728720903396606,0.5031800270080566,9.738495111465454,3.4969139099121094,4.000093936920166
1,6,7.466378688812256,0.35436248779296875,8.287610530853271,-2.2721164226531982,-1.9177539348602295
1,7,8.295709609985352,0.3410909175872803,9.101270914077759,0.008099079132080078,0.34918999671936035
1,8,9.5045006275177,0.4774148464202881,10.49966311454773,0.4032297134399414,0.8806445598602295
1,9,12.161607265472412,0.3289618492126465,12.938782930374146,1.6619441509246826,1.990906000137329
1,10,15.66952657699585,0.4168357849121094,16.5962233543396,2.730743646621704,3.1475794315338135
1,11,14.6948983669281,0.4455139636993408,15.163204193115234,-1.901324987411499,-1.4558110237121582
2,0,,,1.3398876190185547,0.0,0.0
2,1,,,4.25637149810791,0.0,0.0
2,2,1.585392713546753,0.343735933303833,2.367662191390991,-2.6709787845611572,-2.327242851257324
2,3,2.9913220405578613,0.3417026996612549,3.7859153747558594,0.6236598491668701,0.965362548828125
2,4,5.13906455039978,0.3757908344268799,5.949642896652222,1.353149175643921,1.7289400100708008
2,5,5.971462965011597,0.5257799625396729,6.975528955459595,0.021820068359375,0.5476000308990479
2,6,9.336356163024902,0.3465087413787842,10.117149829864502,2.3608272075653076,2.707335948944092
2,7,8.142032861709595,0.3356003761291504,8.980444192886353,-1.9751169681549072,-1.6395165920257568
2,8,9.622748851776123,0.49326467514038086,10.622256994247437,0.6423046588897705,1.1355693340301514
2,9,11.184762477874756,0.32969021797180176,11.998006820678711,0.5625054836273193,0.8921957015991211
2,10,12.523375988006592,0.4279613494873047,13.414730310440063,0.5253691673278809,0.9533305168151855
2,11,17.57430148124695,0.4431788921356201,18.037874937057495,4.159571170806885,4.602750062942505
3,0,,,0.46169543266296387,0.0,0.0
3,1,,,2.609800100326538,0.0,0.0
3,2,1.4724502563476562,0.34412646293640137,2.253170967102051,-1.1373498439788818,-0.7932233810424805
3,3,6.099784851074219,0.3390309810638428,6.901518821716309,3.846613883972168,4.185644865036011
3,4,4.464790105819702,0.36927199363708496,5.269938230514526,-2.4367287158966064,-2.0674567222595215
3,5,6.240721940994263,0.5296533107757568,7.264226675033569,0.9707837104797363,1.5004370212554932
3,6,7.88351035118103,0.5427553653717041,8.870473146438599,0.6192836761474609,1.162039041519165
3,7,8.075154304504395,0.3431880474090576,8.92522668838501,-0.7953188419342041,-0.4521307945251465
3,8,10.147733211517334,0.4993014335632324,11.157741069793701,1.2225065231323242,1.7218079566955566
3,9,14.47532057762146,0.4863286018371582,15.39950180053711,3.317579507827759,3.803908109664917
3,10,12.638577222824097,0.42783164978027344,13.565080642700195,-2.7609245777130127,-2.3330929279327393
3,11,14.474477529525757,0.4447169303894043,14.94141936302185,0.9093968868255615,1.3541138172149658
